APPL,438000000,1.06
AMZN,498000000,0.00
ZM,111800000,0.00
AMZN,2403.45,800,0
AMZN,2414.38,850,0
APPL,280.49,300,1
AMZN,2388.23,250,1
ZM,157.82,400,0
AMZN,2341.62,200,0
ZM,162.04,100,0
ZM,164.37,375,0
AMZN,2357.12,950,0
ZM,158.47,200,0
ZM,160.35,450,0
APPL,282.56,125,0
AMZN,2373.51,0,0
ZM,157.03,475,1
ZM,164.39,75,0
AMZN,2344.47,800,0
AMZN,2368.89,0,0
AMZN,2387.36,0,0
AMZN,2371.59,350,0
ZM,162.73,325,1
APPL,279.85,300,0
ZM,164.33,75,0
APPL,280.39,300,0
AMZN,2390.03,550,0
ZM,159.65,50,1
APPL,280.75,475,0
APPL,282.15,475,1
ZM,160.32,275,0
AMZN,2389.91,100,0
APPL,283.82,125,0
ZM,163.36,425,1
AMZN,2356.23,350,1
ZM,157.82,200,0
ZM,158.12,225,0
AMZN,2374.42,350,1
ZM,157.2,350,0
APPL,278.61,225,1
APPL,280.22,125,1
AMZN,2408.58,500,0
ZM,156.6,350,0
AMZN,2390.85,150,1
APPL,283.33,25,1
AMZN,2393.25,300,1
AMZN,2361.14,50,0
ZM,160.68,450,1
APPL,280.37,50,1
AMZN,2414.06,250,0
ZM,158.74,350,0
ZM,160.16,225,0
AMZN,2412.3,0,0
AMZN,2390.28,0,0
AMZN,2399.52,850,0
APPL,280.73,50,0
ZM,163.76,475,1
AMZN,2384.2,900,0
AMZN,2337.53,300,0
ZM,157.51,450,0
APPL,280.43,250,0
ZM,157.19,250,0
AMZN,2346.23,650,0
APPL,278.08,325,0
AMZN,2360.93,850,1
AMZN,2412.57,0,0
AMZN,2403.77,950,0
AMZN,2342.95,500,1
APPL,280.27,25,0
ZM,161.97,375,0
ZM,155.62,25,1
APPL,287.23,100,0
ZM,157.69,0,0
ZM,156.74,425,0
ZM,157.4,375,1
AMZN,2359.83,250,0
AMZN,2374.19,600,1
APPL,279.61,100,1
APPL,285.78,325,0
APPL,286.87,75,1
ZM,164.33,25,1
APPL,284.42,225,1
AMZN,2360.14,50,0
APPL,280.67,125,1
ZM,159.94,125,0
APPL,282.78,0,0
ZM,162.12,100,0
APPL,286.8,475,0
AMZN,2372.94,750,0
ZM,156.95,0,0
APPL,286.67,200,0
APPL,281.35,175,1
AMZN,2350.46,50,1
AMZN,2336.34,400,0
ZM,160.75,200,1
APPL,280.66,25,0
AMZN,2343.96,400,0
APPL,286.77,475,1
ZM,158.82,375,1
AMZN,2412.71,100,1
AMZN,2340.58,100,0
ZM,161.53,300,1
AMZN,2379.78,700,0
AMZN,2393.62,450,1
ZM,159.93,150,0
AMZN,2382.81,500,0
ZM,159.34,0,0
ZM,157.82,450,0
AMZN,2398.08,0,0
APPL,287.63,100,0
ZM,156.39,400,0
APPL,280.1,300,1
ZM,164.24,300,0
ZM,163.69,100,0
ZM,158.6,275,0
ZM,157.97,150,0
AMZN,2350.06,500,0
AMZN,2388.43,550,0
APPL,283.68,325,0
APPL,278.13,25,0
ZM,159.6,100,0
APPL,281.76,425,0
APPL,282.15,125,1
APPL,282.14,350,0
ZM,159.51,75,1
APPL,281.47,75,0
AMZN,2392.83,50,0
APPL,286.4,275,1
APPL,287.14,200,0
ZM,164.08,75,1
AMZN,2398.97,950,0
ZM,160.9,400,1
ZM,162.64,275,0
ZM,161.79,450,0
APPL,279.26,375,0
APPL,281.03,125,1
AMZN,2377.45,550,0
APPL,285.41,425,1
AMZN,2337.31,900,1
APPL,281.67,150,0
AMZN,2404.92,50,1
APPL,279.58,50,0
APPL,282.86,375,1
ZM,159.66,100,0
APPL,286.95,275,0
AMZN,2339.08,300,1
ZM,156.17,350,0
APPL,281.84,150,0
AMZN,2402.39,200,1
ZM,156.41,25,1
ZM,161.01,250,0
AMZN,2358.81,800,0
AMZN,2386.86,850,0
ZM,164.01,150,1
ZM,161.51,425,0
APPL,284.28,25,0
AMZN,2373.02,800,1
AMZN,2395.37,850,1
APPL,280.27,75,0
ZM,163.5,350,0
AMZN,2411.39,700,1
AMZN,2383.53,150,0
APPL,279.82,375,1
ZM,157.01,400,1
APPL,280.87,0,1
APPL,280.83,425,1
ZM,161.7,425,1
ZM,163.82,375,0
ZM,163.96,150,0
AMZN,2381.2,450,0
AMZN,2342.07,650,0
ZM,162.14,125,0
APPL,284.28,75,0
AMZN,2352.77,900,0
ZM,157.8,50,1
ZM,160.17,75,1
AMZN,2395.58,450,0
AMZN,2359.82,500,1
ZM,160.88,100,0
AMZN,2350.71,700,0
AMZN,2398.49,650,0
AMZN,2399.35,350,0
AMZN,2350.06,750,1
AMZN,2339.47,150,1
APPL,278.93,100,1
AMZN,2373.0,750,1
ZM,159.37,400,0
AMZN,2335.1,850,1
AMZN,2389.41,200,1
ZM,158.5,400,0
ZM,162.22,175,1
APPL,278.62,275,0
AMZN,2370.3,500,0
AMZN,2359.27,0,1
ZM,161.69,275,0
AMZN,2335.14,100,0
ZM,157.48,25,0
APPL,287.33,150,0
ZM,159.69,375,1
APPL,278.26,100,0
APPL,279.06,0,1
APPL,284.03,175,0
ZM,159.02,225,0
APPL,281.15,375,0
APPL,281.25,350,0
ZM,156.31,100,1
APPL,283.74,400,0
AMZN,2402.48,900,1
ZM,161.9,375,0
ZM,157.59,25,0
APPL,286.39,400,0
AMZN,2381.9,550,0
APPL,281.96,0,0
APPL,282.38,275,0
AMZN,2376.69,250,0
AMZN,2392.56,100,0
AMZN,2407.44,550,1
APPL,282.52,475,1
AMZN,2397.33,300,0
AMZN,2386.03,50,1
AMZN,2377.06,400,1
ZM,161.92,475,0
AMZN,2367.95,600,1
APPL,286.95,125,0
AMZN,2399.4,750,0
ZM,156.24,50,0
ZM,157.99,375,0
AMZN,2350.96,700,1
AMZN,2350.47,950,0
AMZN,2381.12,350,1
ZM,161.03,450,0
ZM,158.41,275,1
AMZN,2359.54,700,1
AMZN,2367.38,350,1
ZM,158.37,75,1
ZM,162.44,400,1
AMZN,2368.49,150,0
APPL,278.84,425,1
AMZN,2338.97,850,1
AMZN,2377.93,600,1
ZM,159.65,25,0
AMZN,2380.05,150,0
APPL,281.74,125,1
ZM,162.68,475,0
APPL,283.2,125,1
AMZN,2363.75,750,0
APPL,283.72,300,1
AMZN,2337.63,100,1
AMZN,2391.6,750,0
ZM,160.56,375,0
APPL,287.13,200,0
APPL,286.33,275,0
ZM,164.01,475,0
APPL,285.05,150,1
ZM,156.19,475,0
AMZN,2405.98,600,0
APPL,282.64,275,0
APPL,285.98,225,1
APPL,282.34,200,0
AMZN,2413.63,950,0
ZM,162.39,125,0
AMZN,2394.43,500,1
AMZN,2355.6,650,1
ZM,157.15,400,1
APPL,284.73,25,1
AMZN,2375.4,200,1
AMZN,2366.35,50,0
APPL,285.94,0,0
ZM,162.36,125,0
AMZN,2336.36,600,1
APPL,281.69,150,0
AMZN,2400.84,900,1
AMZN,2347.88,550,1
APPL,280.5,175,0
APPL,278.12,25,1
AMZN,2400.97,350,1
ZM,155.87,125,1
AMZN,2341.5,100,1
AMZN,2391.12,350,1
APPL,286.24,150,1
ZM,157.74,0,1
AMZN,2381.7,350,0
APPL,281.43,0,1
ZM,160.11,150,1
AMZN,2351.5,850,0
AMZN,2346.07,900,0
AMZN,2350.42,950,0
ZM,159.5,325,1
APPL,282.94,0,1
AMZN,2343.09,200,1
ZM,160.06,400,1
APPL,287.75,375,1
ZM,159.69,175,0
AMZN,2366.08,300,1
ZM,158.63,425,0
ZM,155.87,0,1
ZM,161.44,300,1
ZM,161.75,175,0
ZM,162.91,300,1
APPL,286.31,450,0
AMZN,2412.41,250,0
ZM,158.54,125,1
ZM,158.28,475,1
ZM,162.68,275,1
APPL,278.31,400,1
APPL,280.97,450,0
AMZN,2357.95,350,0
ZM,157.45,375,0
ZM,159.23,375,0
AMZN,2414.07,800,1
APPL,285.83,175,1
AMZN,2335.88,700,1
APPL,281.3,225,0
APPL,278.6,450,0
ZM,161.29,375,0
ZM,163.11,125,0
AMZN,2342.6,750,0
APPL,284.18,125,0
AMZN,2385.86,250,1
ZM,157.25,75,0
APPL,285.71,375,0
AMZN,2403.26,600,1
ZM,160.23,400,0
AMZN,2412.6,600,1
AMZN,2353.19,900,0
APPL,282.54,100,0
ZM,155.94,125,0
APPL,286.86,350,0
AMZN,2336.82,900,0
APPL,284.41,100,0
APPL,281.8,300,1
APPL,282.38,200,0
ZM,162.62,50,1
ZM,157.65,300,1
ZM,158.28,475,1
APPL,280.9,75,0
ZM,157.06,25,1
AMZN,2356.27,0,0
ZM,163.91,450,1
APPL,282.8,75,0
AMZN,2386.58,550,1
AMZN,2343.01,50,0
APPL,279.85,275,0
APPL,282.75,75,0
AMZN,2410.21,0,1
ZM,162.85,125,0
AMZN,2388.41,500,1
ZM,161.83,450,0
AMZN,2413.13,400,1
AMZN,2372.65,650,0
ZM,158.59,100,1
APPL,280.36,75,1
APPL,281.13,375,1
AMZN,2392.12,800,0
APPL,278.5,0,1
APPL,281.22,275,0
AMZN,2372.06,0,0
APPL,283.69,450,0
ZM,157.07,475,0
ZM,162.57,350,1
AMZN,2387.76,500,1
AMZN,2408.95,900,0
AMZN,2346.08,700,1
APPL,286.04,0,1
APPL,287.11,200,0
ZM,158.84,25,1
ZM,160.71,475,0
APPL,280.07,475,0
APPL,286.44,350,0
ZM,161.58,300,1
AMZN,2358.76,200,0
APPL,284.44,75,0
AMZN,2394.37,250,0
AMZN,2371.49,300,0
ZM,160.1,475,0
APPL,279.64,100,0
ZM,161.88,375,1
APPL,284.61,275,0
ZM,163.97,275,1
APPL,279.32,275,0
APPL,282.91,300,0
ZM,158.95,225,0
ZM,157.36,325,0
AMZN,2351.07,0,1
AMZN,2382.04,900,0
ZM,162.55,125,0
AMZN,2386.86,850,0
APPL,286.33,125,0
AMZN,2345.99,800,0
APPL,283.34,225,1
ZM,160.15,475,0
ZM,164.55,125,1
AMZN,2370.07,450,0
ZM,161.82,250,0
AMZN,2399.82,600,0
AMZN,2404.03,150,0
AMZN,2359.86,150,0
ZM,162.55,400,0
APPL,280.26,450,0
ZM,157.78,450,1
AMZN,2413.39,750,0
APPL,284.4,475,0
ZM,156.55,300,0
ZM,159.59,450,1
APPL,278.58,450,1
ZM,164.11,425,0
ZM,162.62,125,1
AMZN,2360.63,300,1
AMZN,2362.4,550,0
APPL,279.2,150,0
APPL,287.66,100,1
APPL,280.3,325,0
AMZN,2399.52,550,0
ZM,159.34,425,1
APPL,286.49,0,1
ZM,164.23,250,0
APPL,284.12,50,1
APPL,281.11,375,1
AMZN,2405.08,450,0
APPL,286.09,0,1
AMZN,2336.36,350,0
ZM,157.5,450,0
APPL,280.0,150,0
AMZN,2396.59,950,1
AMZN,2390.37,550,1
AMZN,2343.66,750,0
APPL,284.03,300,1
APPL,281.31,150,0
ZM,159.33,175,1
AMZN,2352.02,500,1
APPL,280.67,225,1
AMZN,2390.5,850,1
AMZN,2378.26,800,0
AMZN,2394.65,850,1
AMZN,2348.71,900,1
APPL,285.01,150,1
AMZN,2377.39,250,0
APPL,281.73,100,0
AMZN,2413.02,700,1
AMZN,2349.33,200,0
ZM,161.64,75,0
APPL,283.81,275,1
APPL,281.62,375,1
APPL,284.2,25,1
AMZN,2354.06,100,1
ZM,162.64,325,0
AMZN,2363.06,800,0
AMZN,2412.2,100,1
AMZN,2398.59,400,1
AMZN,2408.23,850,0
APPL,279.92,425,0
APPL,278.02,25,1
ZM,157.05,75,0
ZM,155.79,100,0
ZM,160.06,400,0
APPL,284.66,275,1
ZM,159.63,475,1
ZM,162.97,75,1
APPL,283.87,300,0
APPL,279.44,475,1
ZM,164.27,25,0
AMZN,2405.72,900,0
AMZN,2363.32,750,1
APPL,279.4,375,0
ZM,155.57,400,0
AMZN,2363.14,250,0
APPL,278.71,150,0
AMZN,2410.9,250,1
ZM,160.0,250,0
ZM,160.11,450,1
AMZN,2392.19,450,0
AMZN,2386.51,550,0
APPL,286.73,25,0
APPL,280.37,425,0
APPL,278.17,350,0
APPL,281.94,325,0
APPL,284.58,100,1
ZM,156.15,325,0
APPL,284.88,225,0
ZM,155.95,300,1
APPL,278.0,300,1
APPL,281.16,0,1
AMZN,2353.07,900,0
APPL,286.48,300,1
APPL,287.01,50,1
AMZN,2337.21,150,1
ZM,157.48,300,0
AMZN,2360.0,650,0
APPL,283.4,375,1
AMZN,2374.28,750,0
ZM,156.9,250,0
APPL,283.41,475,1
AMZN,2413.9,400,1
APPL,287.28,100,1
APPL,280.58,425,1
AMZN,2408.82,200,1
ZM,160.41,25,0
AMZN,2384.64,200,1
AMZN,2372.27,200,1
AMZN,2395.58,850,0
APPL,278.15,150,0
AMZN,2410.97,550,1
AMZN,2344.81,750,1
APPL,282.84,150,0
APPL,278.77,275,0
ZM,162.74,50,0
ZM,162.42,275,1
ZM,162.06,350,1
AMZN,2353.6,50,0
AMZN,2357.99,700,1
ZM,160.37,0,1
APPL,278.23,50,1
APPL,281.93,325,0
APPL,284.28,100,1
ZM,164.16,50,1
APPL,280.41,425,0
AMZN,2369.95,550,0
APPL,283.49,275,0
APPL,279.28,150,1
AMZN,2348.43,500,0
AMZN,2369.61,250,0
APPL,279.19,450,1
APPL,280.29,200,1
APPL,278.23,150,1
ZM,159.39,325,0
ZM,157.62,300,1
ZM,156.83,450,1
ZM,157.44,225,1
ZM,159.81,100,0
AMZN,2364.37,500,1
ZM,158.4,0,0
APPL,278.51,300,0
ZM,158.43,0,0
ZM,160.53,475,1
APPL,286.72,375,1
AMZN,2366.3,450,0
ZM,157.81,50,0
APPL,279.42,275,0
ZM,162.54,100,0
APPL,283.54,200,1
ZM,157.7,50,0
ZM,158.96,350,1
ZM,162.79,225,0
ZM,159.55,250,0
ZM,162.27,25,1
APPL,285.91,125,0
APPL,280.59,150,1
AMZN,2362.65,150,0
AMZN,2367.81,950,1
APPL,279.64,100,0
APPL,278.6,275,1
ZM,162.18,425,0
AMZN,2337.19,500,1
APPL,283.45,350,1
APPL,286.26,300,1
APPL,283.15,400,0
AMZN,2341.69,500,0
APPL,279.18,450,1
AMZN,2346.32,750,1
AMZN,2398.03,900,0
APPL,286.65,100,1
APPL,283.55,250,1
AMZN,2338.25,850,1
APPL,284.44,175,1
ZM,155.8,300,0
ZM,159.64,150,1
ZM,162.94,175,0
APPL,286.39,225,0
AMZN,2355.28,300,0
ZM,158.18,200,1
APPL,280.32,375,1
ZM,163.48,450,1
APPL,280.98,125,1
AMZN,2374.17,550,0
ZM,155.81,375,0
AMZN,2369.52,200,1
AMZN,2363.47,100,0
ZM,158.18,350,0
ZM,156.13,475,1
APPL,283.85,400,1
APPL,281.32,200,1
ZM,158.91,175,0
AMZN,2403.58,150,1
ZM,159.33,350,0
ZM,156.32,225,0
APPL,278.34,100,1
ZM,160.33,300,1
APPL,284.46,100,0
APPL,278.35,125,1
APPL,280.23,250,0
ZM,157.13,75,1
APPL,279.37,325,1
APPL,283.18,100,1
ZM,155.99,425,0
AMZN,2349.06,850,1
AMZN,2390.45,500,0
APPL,277.88,450,1
APPL,279.01,325,1
APPL,280.71,375,0
AMZN,2336.4,850,1
APPL,277.97,350,0
APPL,278.64,400,1
ZM,158.84,250,1
ZM,164.32,450,0
AMZN,2394.66,850,1
APPL,284.98,100,0
AMZN,2395.43,150,0
AMZN,2364.97,750,1
APPL,280.4,25,0
ZM,156.65,475,1
AMZN,2385.15,350,1
ZM,159.11,275,0
AMZN,2380.0,450,1
APPL,277.94,450,1
ZM,156.07,325,1
ZM,155.93,50,0
AMZN,2412.47,800,1
AMZN,2356.98,350,0
ZM,158.76,50,0
AMZN,2352.52,0,0
AMZN,2337.04,300,0
APPL,281.46,425,1
APPL,278.34,375,1
AMZN,2376.71,800,1
AMZN,2396.15,950,0
APPL,281.68,450,0
ZM,156.36,175,1
AMZN,2399.81,250,1
AMZN,2369.89,350,1
AMZN,2393.73,950,0
APPL,287.5,0,1
APPL,281.12,25,0
APPL,278.97,400,1
APPL,279.81,100,0
APPL,282.05,300,0
APPL,278.83,75,0
AMZN,2340.28,950,1
ZM,159.1,325,0
ZM,159.21,0,1
APPL,283.77,375,0
ZM,156.13,125,0
ZM,162.4,50,1
APPL,279.95,0,1
ZM,155.98,75,0
APPL,286.26,450,0
AMZN,2340.79,150,0
APPL,283.29,250,0
ZM,158.92,200,1
APPL,282.77,425,1
ZM,158.88,425,0
APPL,279.03,125,0
APPL,286.87,175,1
AMZN,2339.5,950,0
ZM,160.15,125,0
APPL,281.76,375,0
APPL,282.33,75,0
ZM,158.37,250,1
AMZN,2386.62,100,1
AMZN,2351.9,800,0
ZM,159.46,400,1
AMZN,2350.01,300,0
APPL,285.9,275,1
ZM,161.78,225,1
ZM,161.0,150,1
APPL,278.24,50,0
APPL,283.2,375,1
AMZN,2414.8,600,0
AMZN,2407.11,0,1
AMZN,2413.67,450,0
APPL,286.7,150,0
AMZN,2348.6,950,0
ZM,163.01,325,0
APPL,280.56,400,1
ZM,160.8,25,1
APPL,279.76,425,1
APPL,278.18,50,0
APPL,285.48,200,0
AMZN,2396.85,250,1
ZM,156.72,225,0
AMZN,2336.39,250,1
APPL,285.63,225,0
AMZN,2351.3,350,0
ZM,155.76,200,1
APPL,287.69,400,0
AMZN,2347.44,500,1
AMZN,2395.07,200,1
ZM,158.87,50,0
APPL,283.92,425,1
ZM,158.13,325,1
ZM,158.01,425,0
APPL,281.73,150,0
ZM,160.35,275,1
APPL,280.69,375,1
ZM,159.24,275,0
ZM,156.91,375,1
ZM,156.93,0,1
AMZN,2388.43,250,1
AMZN,2375.36,100,1
AMZN,2392.49,400,0
APPL,287.49,275,1
ZM,162.27,50,1
AMZN,2412.78,0,0
AMZN,2353.3,150,0
AMZN,2409.0,800,0
APPL,279.82,100,0
APPL,285.58,100,0
AMZN,2353.75,450,0
AMZN,2369.44,100,0
ZM,159.81,350,1
APPL,277.93,300,0
ZM,163.99,275,1
APPL,286.2,0,0
ZM,157.64,300,1
AMZN,2403.89,400,1
APPL,286.89,25,0
AMZN,2404.89,650,1
APPL,287.26,250,0
APPL,286.11,425,0
AMZN,2347.87,400,0
AMZN,2396.98,300,0
ZM,160.41,300,1
AMZN,2369.79,150,0
ZM,162.23,150,0
ZM,159.16,50,1
APPL,284.45,75,1
ZM,159.73,450,1
ZM,164.0,350,1
ZM,157.59,25,0
ZM,160.29,25,1
ZM,157.12,125,0
ZM,156.85,375,1
AMZN,2356.93,300,1
ZM,157.38,450,0
AMZN,2398.91,450,0
AMZN,2341.63,450,0
APPL,281.83,400,0
APPL,280.1,250,0
ZM,162.46,225,1
APPL,278.37,350,0
ZM,160.38,200,0
ZM,157.36,200,1
AMZN,2369.35,400,1
APPL,279.46,375,0
AMZN,2401.18,250,1
AMZN,2376.2,100,0
AMZN,2357.64,900,1
APPL,282.48,475,0
APPL,285.82,0,1
APPL,278.24,475,0
AMZN,2402.09,600,0
APPL,286.68,50,0
APPL,279.44,375,0
AMZN,2401.44,700,1
APPL,281.11,475,1
AMZN,2393.74,800,0
APPL,281.76,25,1
ZM,159.27,200,1
ZM,161.7,125,0
ZM,156.98,325,0
ZM,162.72,0,0
APPL,286.81,225,1
ZM,158.91,400,0
AMZN,2412.81,400,0
AMZN,2347.03,300,0
ZM,159.95,225,1
AMZN,2375.04,750,1
ZM,163.01,400,1
APPL,280.03,250,0
AMZN,2400.85,900,0
APPL,283.2,250,1
APPL,286.36,350,0
AMZN,2339.95,400,0
ZM,157.95,350,0
APPL,278.11,325,1
APPL,280.91,450,1
AMZN,2374.24,450,1
APPL,285.06,150,0
APPL,281.89,250,1
APPL,286.79,250,1
APPL,280.94,450,0
AMZN,2376.33,100,0
APPL,282.75,325,1
ZM,161.12,200,0
ZM,158.17,475,0
APPL,287.2,400,1
AMZN,2410.14,300,0
ZM,160.52,100,1
ZM,163.44,375,1
AMZN,2359.21,800,1
ZM,156.04,450,1
AMZN,2352.7,50,1
ZM,162.57,450,1
APPL,280.6,50,1
AMZN,2397.56,900,0
APPL,284.68,425,1
APPL,286.12,300,0
ZM,162.81,300,0
AMZN,2411.45,450,0
AMZN,2359.89,850,0
ZM,160.69,425,1
ZM,161.98,200,0
APPL,282.03,275,0
APPL,286.38,275,0
AMZN,2363.06,700,0
ZM,159.02,325,1
APPL,280.18,100,0
AMZN,2336.69,550,0
APPL,281.95,275,0
AMZN,2355.01,850,1
APPL,285.7,75,1
AMZN,2396.84,500,0
ZM,156.78,75,1
APPL,286.91,50,0
APPL,278.04,325,0
ZM,161.7,25,0
AMZN,2389.98,100,1
ZM,157.81,250,0
AMZN,2347.4,350,0
ZM,162.84,250,1
AMZN,2363.1,300,1
AMZN,2396.91,750,1
APPL,282.28,275,1
ZM,162.68,125,0
APPL,287.31,125,1
AMZN,2408.6,400,1
ZM,163.94,75,1
AMZN,2403.4,50,0
ZM,156.78,450,1
ZM,162.78,450,1
AMZN,2345.34,350,1
APPL,283.86,375,0
AMZN,2338.32,100,1
ZM,163.51,375,0
ZM,162.35,450,1
APPL,285.81,100,1
AMZN,2397.51,700,1
AMZN,2337.76,800,0
ZM,159.11,200,1
ZM,159.66,75,1
APPL,281.46,300,0
AMZN,2385.52,150,0
APPL,277.95,50,1
ZM,158.47,450,1
ZM,158.24,275,1
APPL,285.65,75,0
ZM,158.29,450,0
ZM,161.09,150,0
AMZN,2381.74,450,0
AMZN,2364.25,400,0
AMZN,2396.11,950,1
APPL,282.02,450,1
ZM,160.28,0,0
AMZN,2354.72,350,0
AMZN,2335.63,350,1
AMZN,2337.58,50,1
AMZN,2401.65,50,1
AMZN,2410.42,150,1
APPL,278.62,25,1
APPL,281.43,200,0
AMZN,2341.96,850,0
APPL,286.93,275,1
AMZN,2347.12,250,0
APPL,282.03,275,0
AMZN,2377.88,800,1
AMZN,2400.47,800,1
ZM,157.2,125,1
APPL,285.78,25,1
AMZN,2398.46,600,0
APPL,283.91,475,1
ZM,157.57,100,1
AMZN,2402.88,700,0
APPL,277.86,275,1
ZM,161.32,300,1
APPL,278.77,175,0
AMZN,2397.89,200,1
APPL,278.22,150,1
ZM,156.76,50,0
APPL,282.56,450,0
AMZN,2348.92,900,0
APPL,280.38,375,1
AMZN,2346.4,500,1
APPL,278.5,350,1
APPL,278.9,425,1
AMZN,2380.28,100,1
AMZN,2364.38,100,0
AMZN,2389.61,850,1
AMZN,2399.76,750,1
AMZN,2414.17,200,0
AMZN,2363.55,350,1
AMZN,2410.4,100,0
APPL,281.9,250,0
APPL,285.23,325,0
APPL,284.78,400,1
ZM,159.66,75,1
AMZN,2338.06,200,0
AMZN,2401.98,400,0
APPL,287.75,375,0
AMZN,2375.37,400,0
APPL,277.91,225,0
ZM,158.35,0,1
ZM,155.87,75,1
ZM,161.06,50,1
APPL,278.2,175,0
APPL,283.14,125,1
ZM,160.53,275,0
ZM,156.39,350,1
AMZN,2402.22,150,1
APPL,277.98,0,1
APPL,280.28,425,0
AMZN,2409.46,800,1
ZM,156.21,50,1
APPL,286.75,325,1
ZM,160.59,75,1
AMZN,2380.34,600,0
ZM,162.67,425,1
APPL,284.72,0,0
APPL,283.45,0,0
ZM,158.38,475,0
ZM,162.55,100,0
APPL,283.3,425,1
AMZN,2384.42,550,0
AMZN,2387.43,350,0
AMZN,2411.88,350,1
AMZN,2363.51,250,1
APPL,287.33,200,1
AMZN,2337.76,700,0
ZM,159.42,475,0
ZM,159.33,25,1
APPL,278.58,0,1
ZM,160.97,25,1
AMZN,2407.02,500,1
ZM,160.38,325,0
APPL,284.46,75,0
APPL,277.84,425,1
APPL,286.26,350,1
ZM,160.27,25,1
ZM,156.22,250,1
ZM,162.45,350,1
APPL,281.14,375,0
APPL,283.88,125,0
APPL,280.83,50,0
AMZN,2394.9,200,0
AMZN,2367.1,850,0
AMZN,2363.12,500,1
ZM,161.6,400,0
APPL,281.37,400,0
APPL,282.36,75,0
APPL,283.78,375,1
AMZN,2347.47,750,0
APPL,285.9,325,0
ZM,157.89,350,0
APPL,284.49,225,0
APPL,282.4,425,1
APPL,278.63,475,1
APPL,280.42,75,0
AMZN,2392.19,350,0
APPL,282.19,475,1
APPL,283.66,300,1
ZM,162.7,0,0
ZM,162.6,75,1
APPL,278.73,450,0
ZM,156.78,50,1
APPL,279.16,275,1
ZM,164.55,325,1
APPL,279.46,475,1
ZM,156.52,450,0
AMZN,2397.38,400,1
AMZN,2389.96,550,0
AMZN,2354.12,550,1
ZM,159.11,75,1
ZM,157.24,400,0
ZM,159.11,200,1
ZM,162.74,425,0
AMZN,2349.56,700,0
ZM,163.31,0,0
ZM,156.66,75,0
AMZN,2405.32,450,1
APPL,278.91,350,1
APPL,281.82,0,1
ZM,156.34,125,0
ZM,163.66,225,0
AMZN,2397.2,450,0
APPL,278.52,125,1
APPL,282.23,50,0
AMZN,2368.01,500,1
APPL,286.76,375,0
ZM,157.31,50,1
AMZN,2407.98,700,0
AMZN,2411.8,900,0
AMZN,2379.05,150,1
AMZN,2375.28,900,1
AMZN,2387.55,750,1
AMZN,2411.82,550,1
ZM,156.3,475,1
ZM,156.3,200,0
AMZN,2375.22,500,0
AMZN,2342.47,350,1
APPL,287.21,275,0
ZM,163.18,425,0
AMZN,2360.02,0,1
ZM,163.8,175,0
ZM,159.61,75,0
APPL,278.99,150,0
APPL,283.29,275,0
ZM,158.05,0,0
ZM,159.3,75,0
APPL,284.75,250,0
AMZN,2370.56,350,0
AMZN,2356.02,500,1
AMZN,2380.6,400,0
APPL,282.11,350,1
AMZN,2374.28,700,1
ZM,156.06,125,0
ZM,164.01,325,0
AMZN,2367.57,450,0
AMZN,2365.78,200,0
AMZN,2358.08,50,1
AMZN,2407.61,350,0
AMZN,2335.95,800,1
APPL,278.44,25,0
APPL,282.19,275,0
APPL,280.88,350,0
AMZN,2378.66,700,1
APPL,278.69,400,0
ZM,157.34,25,1
AMZN,2387.14,650,0
APPL,287.61,425,1
AMZN,2386.38,700,1
ZM,157.99,300,1
AMZN,2342.09,900,0
APPL,284.89,300,0
ZM,156.74,275,1
ZM,156.53,325,1
APPL,286.04,100,1
ZM,160.99,125,0
ZM,160.25,400,1
AMZN,2388.28,250,1
AMZN,2340.41,50,0
APPL,285.11,400,0
APPL,282.87,350,1
APPL,282.97,150,1
AMZN,2365.09,400,0
ZM,157.0,175,0
APPL,284.0,200,0
APPL,278.3,275,1
APPL,279.94,75,1
AMZN,2344.66,0,1
ZM,161.42,325,1
AMZN,2378.51,850,1
ZM,164.35,250,1
ZM,156.67,425,0
ZM,157.03,125,0
APPL,281.41,300,1
ZM,162.55,125,0
AMZN,2383.44,950,1
APPL,280.22,450,1
APPL,286.68,400,1
ZM,160.73,0,1
APPL,285.16,50,0
ZM,163.46,475,1
ZM,160.65,25,1
ZM,158.73,450,1
APPL,279.13,425,1
ZM,160.52,400,1
APPL,281.21,75,0
ZM,161.89,350,0
APPL,279.05,225,0
APPL,286.4,225,1
AMZN,2383.61,150,1
ZM,162.22,250,1
ZM,162.16,25,1
ZM,162.33,325,1
AMZN,2343.52,900,0
AMZN,2392.31,350,1
APPL,285.32,25,1
ZM,162.79,450,1
APPL,287.22,100,0
AMZN,2351.15,650,0
APPL,278.23,25,1
AMZN,2379.02,200,0
ZM,156.94,325,1
AMZN,2380.0,850,0
ZM,159.1,225,1
AMZN,2402.94,950,0
APPL,286.23,325,0
APPL,287.27,0,0
APPL,280.08,325,0
AMZN,2376.99,500,1
ZM,159.47,350,1
APPL,281.25,300,0
ZM,159.67,475,0
AMZN,2368.96,100,1
APPL,284.35,350,1
APPL,284.76,250,1
ZM,158.54,325,0
ZM,161.81,200,0
AMZN,2385.99,350,1
APPL,282.86,375,0
AMZN,2399.44,300,0
APPL,282.32,200,1
APPL,281.1,175,1
APPL,280.89,325,1
APPL,278.72,50,1
ZM,159.25,275,0
